"Buque";"Matricula";"Fecha";"Latitud";"Longitud";"Velocidad";"Rumbo"
"PIONEROS";"02735";"2025-01-09 02:56:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 03:11:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 03:26:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 03:41:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 03:56:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 04:11:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 04:26:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 04:41:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 04:56:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 05:11:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 05:26:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 05:41:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 05:56:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 06:11:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 06:26:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 06:41:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 06:56:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 07:11:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 07:26:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 07:41:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 07:56:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
"PIONEROS";"02735";"2025-01-09 08:11:00";"-49,2996666667";"-67,7203333333";"0,0";"215"
