"Buque";"Matricula";"Fecha";"Latitud";"Longitud";"Velocidad";"Rumbo"
"CAPESANTE";"02929";"2025-10-30 21:37:00";"-54,81035";"-68,2970333333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 21:49:00";"-54,8103333333";"-68,2970833333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 22:04:00";"-54,8104";"-68,2973";"0,1";"0"
"CAPESANTE";"02929";"2025-10-30 22:19:00";"-54,8103666667";"-68,2970666667";"0,0";"221"
"CAPESANTE";"02929";"2025-10-30 22:34:00";"-54,81035";"-68,2971";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 22:37:00";"-54,8103666667";"-68,2971666667";"0,1";"0"
"CAPESANTE";"02929";"2025-10-30 22:49:00";"-54,8103666667";"-68,2970333333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 23:04:00";"-54,81035";"-68,2971";"2,5";"315"
"CAPESANTE";"02929";"2025-10-30 23:19:00";"-54,8103333333";"-68,2971333333";"0,0";"0"
"CAPESANTE";"02929";"2025-10-30 23:34:00";"-54,8103666667";"-68,29705";"0,0";"33"
"CAPESANTE";"02929";"2025-10-30 23:37:00";"-54,81035";"-68,2971";"0,0";"101"
"CAPESANTE";"02929";"2025-10-30 23:49:00";"-54,8103666667";"-68,2970666667";"0,1";"23"
"CAPESANTE";"02929";"2025-10-31 00:04:00";"-54,8104";"-68,2970833333";"0,1";"0"
"CAPESANTE";"02929";"2025-10-31 00:19:00";"-54,8102666667";"-68,29695";"0,1";"29"
"CAPESANTE";"02929";"2025-10-31 00:34:00";"-54,8116166667";"-68,2823333333";"8,0";"110"
"CAPESANTE";"02929";"2025-10-31 00:37:00";"-54,8103833333";"-68,29715";"0,2";"0"
"CAPESANTE";"02929";"2025-10-31 00:49:00";"-54,8262666667";"-68,2154833333";"10,6";"110"
"CAPESANTE";"02929";"2025-10-31 01:04:00";"-54,8421666667";"-68,1413";"10,6";"109"
"CAPESANTE";"02929";"2025-10-31 01:19:00";"-54,8568666667";"-68,0731333333";"10,4";"106"
"CAPESANTE";"02929";"2025-10-31 01:34:00";"-54,8704166667";"-68,0006333333";"10,7";"107"
"CAPESANTE";"02929";"2025-10-31 01:37:00";"-54,83005";"-68,1979";"10,4";"111"
"CAPESANTE";"02929";"2025-10-31 01:49:00";"-54,8805";"-67,9251333333";"10,8";"100"
"CAPESANTE";"02929";"2025-10-31 02:04:00";"-54,88795";"-67,8478";"10,4";"92"
"CAPESANTE";"02929";"2025-10-31 02:19:00";"-54,8936166667";"-67,76995";"10,8";"97"
"CAPESANTE";"02929";"2025-10-31 02:34:00";"-54,89905";"-67,6928666667";"10,7";"93"
"CAPESANTE";"02929";"2025-10-31 02:37:00";"-54,8823333333";"-67,9073833333";"10,8";"100"
"CAPESANTE";"02929";"2025-10-31 02:48:00";"-54,8989833333";"-67,61585";"10,8";"85"
"CAPESANTE";"02929";"2025-10-31 03:03:00";"-54,9130833333";"-67,5419833333";"11,3";"126"
"CAPESANTE";"02929";"2025-10-31 03:18:00";"-54,92075";"-67,4654333333";"11,6";"78"
"CAPESANTE";"02929";"2025-10-31 03:33:00";"-54,9146333333";"-67,3850166667";"11,2";"85"
"CAPESANTE";"02929";"2025-10-31 03:37:00";"-54,8986833333";"-67,59685";"10,7";"92"
"CAPESANTE";"02929";"2025-10-31 03:48:00";"-54,91215";"-67,30495";"12,5";"89"
"CAPESANTE";"02929";"2025-10-31 04:03:00";"-54,9152666667";"-67,2257333333";"10,9";"97"
"CAPESANTE";"02929";"2025-10-31 04:18:00";"-54,92485";"-67,14875";"11,1";"102"
"CAPESANTE";"02929";"2025-10-31 04:33:00";"-54,9354333333";"-67,0706333333";"11,3";"104"
"CAPESANTE";"02929";"2025-10-31 04:37:00";"-54,91265";"-67,2834166667";"11,1";"93"
"CAPESANTE";"02929";"2025-10-31 04:48:00";"-54,9461";"-66,9923833333";"11,0";"101"
"CAPESANTE";"02929";"2025-10-31 05:03:00";"-54,9587666667";"-66,9167166667";"11,0";"124"
"CAPESANTE";"02929";"2025-10-31 05:18:00";"-54,9821166667";"-66,84685";"11,3";"124"
"CAPESANTE";"02929";"2025-10-31 05:33:00";"-55,0070166667";"-66,7801";"11,2";"124"
"CAPESANTE";"02929";"2025-10-31 05:37:00";"-54,9484";"-66,9733333333";"11,1";"99"
"CAPESANTE";"02929";"2025-10-31 05:48:00";"-55,0338833333";"-66,7141166667";"11,4";"127"
"CAPESANTE";"02929";"2025-10-31 06:03:00";"-55,0608166667";"-66,6460166667";"11,8";"125"
"CAPESANTE";"02929";"2025-10-31 06:18:00";"-55,0877333333";"-66,5742833333";"11,1";"122"
"CAPESANTE";"02929";"2025-10-31 06:33:00";"-55,0996833333";"-66,5027666667";"11,2";"88"
"CAPESANTE";"02929";"2025-10-31 06:37:00";"-55,041";"-66,6961166667";"11,5";"123"
"CAPESANTE";"02929";"2025-10-31 06:48:00";"-55,0970333333";"-66,4204666667";"11,2";"85"
"CAPESANTE";"02929";"2025-10-31 07:03:00";"-55,0927333333";"-66,3382333333";"11,5";"82"
"CAPESANTE";"02929";"2025-10-31 07:18:00";"-55,0853666667";"-66,2572333333";"11,0";"77"
"CAPESANTE";"02929";"2025-10-31 07:33:00";"-55,07715";"-66,1779166667";"11,1";"81"
"CAPESANTE";"02929";"2025-10-31 07:37:00";"-55,096";"-66,3941333333";"11,4";"85"
